id,label,coords
H1_00000278_00000554_00000013,0,
H1_00000278_00000554_00000014,0,
H1_00000278_00000554_00000015,0,
H1_00000278_00000554_00000016,0,
H1_00000278_00000554_00000017,0,
H1_00000278_00000554_00000018,0,
H1_00000278_00000554_00000019,0,
H1_00000278_00000554_00000020,0,
H1_00000278_00000554_00000021,0,
H1_00000278_00000554_00000022,0,
H1_00000278_00000554_00000023,0,
H1_00000278_00000554_00000024,0,
H1_00000278_00000554_00000025,0,
H1_00000278_00000554_00000026,0,
H1_00000278_00000554_00000027,0,
H1_00000294_00000089_00000001,-1,
H1_00000294_00000089_00000002,-1,
H1_00000294_00000089_00000003,-1,
H1_00000294_00000089_00000004,-1,
H1_00000294_00000089_00000005,-1,
H1_00000294_00000089_00000006,1,220 345
H1_00000294_00000089_00000007,1,222 348
H1_00000294_00000089_00000008,1,225 363 219 345
H1_00000294_00000089_00000009,1,229 373 226 364 221 351
H1_00000294_00000089_00000010,1,231 378 225 361
H1_00000294_00000089_00000011,-1,
H1_00000294_00000089_00000012,1,235 383 240 395
H1_00000294_00000089_00000013,1,235 377 241 388 244 404
H1_00000294_00000089_00000014,1,241 386 250 409 247 399
H1_00000294_00000089_00000015,1,248 396 254 411
H1_00000294_00000089_00000016,-1,
H1_00000294_00000089_00000017,-1,
H1_00000294_00000089_00000018,-1,
H1_00000294_00000089_00000019,-1,
H1_00000294_00000089_00000020,-1,
H1_00000294_00000089_00000021,-1,
H1_00000294_00000089_00000022,-1,
H1_00000294_00000089_00000023,-1,
H1_00000294_00000089_00000024,1,332 186 350 227
H1_00000294_00000089_00000025,1,347 236
H1_00000294_00000089_00000026,-1,
H1_00000294_00000089_00000027,-1,
H1_00000294_00000089_00000028,-1,
H1_00000294_00000089_00000029,-1,
H1_00000294_00000089_00000030,-1,
H1_00000310_00000396_00000001,-1,
H1_00000310_00000396_00000002,-1,
H1_00000310_00000396_00000003,-1,
H1_00000310_00000396_00000004,-1,
H1_00000310_00000396_00000005,-1,
H1_00000310_00000396_00000006,-1,
H1_00000310_00000396_00000007,-1,
H1_00000310_00000396_00000008,-1,
H1_00000310_00000396_00000009,1,198 22
H1_00000310_00000396_00000010,-1,
H1_00000310_00000396_00000011,-1,
H1_00000310_00000396_00000012,-1,
H1_00000310_00000396_00000013,-1,
H1_00000310_00000396_00000014,-1,
H1_00000310_00000396_00000015,1,105 119
H1_00000310_00000396_00000016,1,111 123
H1_00000310_00000396_00000017,1,111 132
H1_00000310_00000396_00000018,1,124 159 119 149
H1_00000310_00000396_00000019,1,123 161 131 180 126 171
H1_00000310_00000396_00000020,1,356 336 125 181 92 293 136 195
H1_00000310_00000396_00000021,1,146 230 133 198 137 208 141 221
H1_00000310_00000396_00000022,1,229 316 143 239 159 259 248 340 237 325 153 252 142 228
H1_00000310_00000396_00000023,1,157 263 202 298 180 281 172 276 194 292 187 287 164 269 209 303 231 317 221 313
H1_00000318_00000969_00000001,0,
H1_00000318_00000969_00000002,0,
H1_00000318_00000969_00000003,0,
H1_00000318_00000969_00000004,0,
H1_00000318_00000969_00000005,0,
H1_00000318_00000969_00000006,0,
H1_00000318_00000969_00000007,0,
H1_00000318_00000969_00000008,0,
H1_00000318_00000969_00000009,0,
H1_00000318_00000969_00000010,0,
H1_00000318_00000969_00000011,0,
H1_00000318_00000969_00000012,0,
H1_00000318_00000969_00000013,0,
H1_00000318_00000969_00000014,0,
H1_00000318_00000969_00000015,0,
H1_00000318_00000969_00000016,0,
H1_00000318_00000969_00000017,0,
H1_00000318_00000969_00000018,0,
H1_00000318_00000969_00000019,0,
H1_00000318_00000969_00000020,0,
H1_00000318_00000969_00000021,0,
H1_00000318_00000969_00000022,0,
H1_00000318_00000969_00000023,0,
H1_00000318_00000969_00000024,0,
H1_00000318_00000969_00000025,0,
H1_00000318_00000969_00000026,0,
H1_00000320_00000424_00000001,1,308 186 302 169 328 148
H1_00000320_00000424_00000002,1,348 121 279 180 412 182 404 129
H1_00000320_00000424_00000003,1,414 180
H1_00000320_00000424_00000004,1,364 236 164 242 288 173 306 217 111 270 333 136 124 266 133 262 150 253 388 217
H1_00000320_00000424_00000005,1,390 238 83 300 428 258 405 213
H1_00000320_00000424_00000006,1,434 254 413 208
H1_00000320_00000424_00000007,1,66 300 435 250
H1_00000320_00000424_00000008,1,433 207 68 303 441 232
H1_00000320_00000424_00000009,-1,
H1_00000320_00000424_00000010,-1,
H1_00000320_00000424_00000011,-1,
H1_00000320_00000424_00000012,-1,
H1_00000320_00000424_00000013,-1,
H1_00000320_00000424_00000014,-1,
H1_00000320_00000424_00000015,-1,
H1_00000320_00000424_00000016,-1,
H1_00000320_00000424_00000017,-1,
H1_00000320_00000424_00000018,1,239 399
H1_00000320_00000424_00000019,-1,
H1_00000320_00000424_00000020,-1,
H1_00000320_00000424_00000021,1,267 364
H1_00000320_00000424_00000022,1,264 352 247 124
H1_00000320_00000424_00000023,-1,
H1_00000320_00000424_00000024,1,254 177
H1_00000325_00000487_00000001,-1,
H1_00000325_00000487_00000002,-1,
H1_00000325_00000487_00000003,-1,
H1_00000325_00000487_00000004,-1,
H1_00000325_00000487_00000005,-1,
H1_00000325_00000487_00000006,-1,
H1_00000325_00000487_00000007,-1,
H1_00000325_00000487_00000008,-1,
H1_00000325_00000487_00000009,-1,
H1_00000325_00000487_00000010,1,132 390
H1_00000325_00000487_00000011,-1,
H1_00000325_00000487_00000012,-1,
H1_00000325_00000487_00000013,-1,
H1_00000325_00000487_00000014,1,105 315
H1_00000325_00000487_00000015,1,148 398
H1_00000325_00000487_00000016,1,145 394 155 400
H1_00000325_00000487_00000017,1,157 401 149 392
H1_00000325_00000487_00000018,-1,
H1_00000325_00000487_00000019,1,172 403 181 401
H1_00000325_00000487_00000020,1,189 398 188 412
H1_00000325_00000487_00000021,-1,
H1_00000325_00000487_00000022,-1,
H1_00000325_00000487_00000023,-1,
H1_00000325_00000487_00000024,-1,
H1_00000325_00000487_00000025,-1,
H1_00000325_00000487_00000026,-1,
H1_00000325_00000487_00000027,-1,
H1_00000334_00000328_00000001,0,
H1_00000334_00000328_00000002,0,
H1_00000334_00000328_00000003,0,
H1_00000334_00000328_00000004,0,
H1_00000334_00000328_00000005,0,
H1_00000334_00000328_00000006,0,
H1_00000334_00000328_00000007,0,
H1_00000334_00000328_00000008,0,
H1_00000334_00000328_00000009,0,
H1_00000334_00000328_00000010,0,
H1_00000334_00000328_00000011,0,
H1_00000334_00000328_00000012,0,
H1_00000334_00000328_00000013,0,
H1_00000334_00000328_00000014,0,
H1_00000334_00000328_00000015,0,
H1_00000334_00000328_00000016,0,
H1_00000334_00000328_00000017,0,
H1_00000334_00000328_00000018,0,
H1_00000334_00000328_00000019,0,
H1_00000334_00000328_00000020,0,
H1_00000334_00000328_00000021,0,
H1_00000334_00000328_00000022,0,
H1_00000334_00000328_00000023,0,
H1_00000334_00000328_00000024,0,
H1_00000334_00000328_00000025,0,
H1_00000334_00000328_00000026,0,
H1_00000334_00000328_00000027,0,
H1_00000334_00000328_00000028,0,
H1_00000334_00000328_00000029,0,
H1_00000334_00000328_00000030,0,
H1_00000335_00000503_00000001,-1,
H1_00000335_00000503_00000002,-1,
H1_00000335_00000503_00000003,1,379 373
H1_00000335_00000503_00000004,-1,
H1_00000335_00000503_00000005,-1,
H1_00000335_00000503_00000006,-1,
H1_00000335_00000503_00000007,1,134 164
H1_00000335_00000503_00000008,1,148 81 161 77 129 161
H1_00000335_00000503_00000009,1,94 324 125 164 133 132
H1_00000335_00000503_00000010,1,122 393
H1_00000335_00000503_00000011,1,419 387
H1_00000335_00000503_00000012,-1,
H1_00000335_00000503_00000013,1,88 209 74 277
H1_00000335_00000503_00000014,1,73 276
H1_00000335_00000503_00000015,1,75 281
H1_00000335_00000503_00000016,1,75 288
H1_00000335_00000503_00000017,1,78 295
H1_00000335_00000503_00000018,1,80 294
H1_00000335_00000503_00000019,1,82 297
H1_00000335_00000503_00000020,-1,
H1_00000335_00000503_00000021,-1,
H1_00000335_00000503_00000022,-1,
H1_00000335_00000503_00000023,-1,
H1_00000335_00000503_00000024,-1,
H1_00000335_00000503_00000025,-1,
H1_00000335_00000503_00000026,1,183 156
H1_00000335_00000503_00000027,-1,
H1_00000335_00000503_00000028,1,270 341
H1_00000335_00000503_00000029,-1,
H1_00000335_00000503_00000030,-1,
H1_00000335_00000503_00000031,-1,
H1_00000335_00000503_00000032,-1,
H1_00000344_00000507_00000001,-1,
H1_00000344_00000507_00000002,1,237 68 259 73
H1_00000344_00000507_00000003,1,184 155
H1_00000344_00000507_00000004,-1,
H1_00000344_00000507_00000005,-1,
H1_00000344_00000507_00000006,-1,
H1_00000344_00000507_00000007,-1,
H1_00000344_00000507_00000008,-1,
H1_00000344_00000507_00000009,-1,
H1_00000344_00000507_00000010,-1,
H1_00000344_00000507_00000011,-1,
H1_00000344_00000507_00000012,-1,
H1_00000344_00000507_00000013,-1,
H1_00000344_00000507_00000014,-1,
H1_00000344_00000507_00000015,-1,
H1_00000344_00000507_00000016,-1,
H1_00000344_00000507_00000017,-1,
H1_00000344_00000507_00000018,1,360 156 360 143
H1_00000344_00000507_00000019,1,223 427
H1_00000344_00000507_00000020,-1,
H1_00000344_00000507_00000021,-1,
H1_00000344_00000507_00000022,-1,
H1_00000344_00000507_00000023,-1,
H1_00000344_00000507_00000024,-1,
H1_00000344_00000507_00000025,-1,
H1_00000344_00000507_00000026,-1,
H1_00000344_00000507_00000027,-1,
H1_00000348_00000867_00000001,0,
H1_00000348_00000867_00000002,0,
H1_00000348_00000867_00000003,0,
H1_00000348_00000867_00000004,0,
H1_00000348_00000867_00000005,0,
H1_00000348_00000867_00000006,0,
H1_00000348_00000867_00000007,0,
H1_00000348_00000867_00000008,0,
H1_00000348_00000867_00000009,0,
H1_00000348_00000867_00000010,0,
H1_00000348_00000867_00000011,0,
H1_00000348_00000867_00000012,0,
H1_00000348_00000867_00000013,0,
H1_00000348_00000867_00000014,0,
H1_00000348_00000867_00000015,0,
H1_00000348_00000867_00000016,0,
H1_00000348_00000867_00000017,0,
H1_00000348_00000867_00000018,0,
H1_00000348_00000867_00000019,0,
H1_00000348_00000867_00000020,0,
H1_00000348_00000867_00000021,0,
H1_00000348_00000867_00000022,0,
H1_00000348_00000867_00000023,0,
H1_00000348_00000867_00000024,0,
H1_00000348_00000867_00000025,0,
H1_00000348_00000867_00000026,0,
H1_00000348_00000867_00000027,0,
H1_00000348_00000867_00000028,0,
H1_00000348_00000867_00000029,0,
H1_00000348_00000867_00000030,0,
H1_00000348_00000867_00000031,0,
H1_00000348_00000867_00000032,0,
H1_00000366_00000425_00000001,0,
H1_00000366_00000425_00000002,0,
H1_00000366_00000425_00000003,0,
H1_00000366_00000425_00000004,0,
H1_00000366_00000425_00000005,0,
H1_00000366_00000425_00000006,0,
H1_00000366_00000425_00000007,0,
H1_00000366_00000425_00000008,0,
H1_00000366_00000425_00000009,0,
H1_00000366_00000425_00000010,0,
H1_00000366_00000425_00000011,0,
H1_00000366_00000425_00000012,0,
H1_00000366_00000425_00000013,0,
H1_00000366_00000425_00000014,0,
H1_00000366_00000425_00000015,0,
H1_00000366_00000425_00000016,0,
H1_00000366_00000425_00000017,0,
H1_00000366_00000425_00000018,0,
H1_00000366_00000425_00000019,0,
H1_00000366_00000425_00000020,0,
H1_00000366_00000425_00000021,0,
H1_00000366_00000425_00000022,0,
H1_00000366_00000425_00000023,0,
H1_00000366_00000425_00000024,0,
H1_00000366_00000425_00000025,0,
H1_00000366_00000425_00000026,0,
H1_00000366_00000425_00000027,0,
H1_00000366_00000425_00000028,0,
H1_00000366_00000425_00000029,0,
H1_00000382_00000228_00000001,-1,
H1_00000382_00000228_00000002,1,306 167
H1_00000382_00000228_00000003,1,156 170
H1_00000382_00000228_00000004,-1,
H1_00000382_00000228_00000005,1,121 117 357 116
H1_00000382_00000228_00000006,-1,
H1_00000382_00000228_00000007,-1,
H1_00000382_00000228_00000008,-1,
H1_00000382_00000228_00000009,-1,
H1_00000382_00000228_00000010,-1,
H1_00000382_00000228_00000011,-1,
H1_00000382_00000228_00000012,-1,
H1_00000382_00000228_00000013,-1,
H1_00000382_00000228_00000014,-1,
H1_00000382_00000228_00000015,-1,
H1_00000382_00000228_00000016,-1,
H1_00000382_00000228_00000017,-1,
H1_00000382_00000228_00000018,1,164 385
H1_00000382_00000228_00000019,-1,
H1_00000382_00000228_00000020,-1,
H1_00000382_00000228_00000021,-1,
H1_00000382_00000228_00000022,-1,
H1_00000382_00000228_00000023,-1,
H1_00000382_00000228_00000024,1,318 141
H1_00000382_00000228_00000025,-1,
H1_00000382_00000228_00000026,1,244 116
H1_00000382_00000228_00000027,1,245 126
H1_00000382_00000228_00000028,1,245 138
H1_00000382_00000228_00000029,1,249 151
H1_00000382_00000228_00000030,-1,
H1_00000382_00000228_00000031,1,246 196
H1_00000382_00000228_00000032,-1,
H1_00000406_00000707_00000001,-1,
H1_00000406_00000707_00000002,-1,
H1_00000406_00000707_00000003,-1,
H1_00000406_00000707_00000004,-1,
H1_00000406_00000707_00000005,-1,
H1_00000406_00000707_00000006,-1,
H1_00000406_00000707_00000007,-1,
H1_00000406_00000707_00000008,-1,
H1_00000406_00000707_00000009,-1,
H1_00000406_00000707_00000010,-1,
H1_00000406_00000707_00000011,-1,
H1_00000406_00000707_00000012,1,178 83
H1_00000406_00000707_00000013,1,203 82
H1_00000406_00000707_00000014,1,208 94 201 84
H1_00000406_00000707_00000015,1,202 88 214 101
H1_00000406_00000707_00000016,1,203 102 212 117
H1_00000406_00000707_00000017,1,215 130 209 118
H1_00000406_00000707_00000018,1,213 134 301 380 311 394 218 148
H1_00000406_00000707_00000019,1,235 169 228 162 303 388 165 204 282 361 299 379 288 366 221 153
H1_00000406_00000707_00000020,1,262 217 251 197 245 188 279 355 238 172 258 207 286 365
H1_00000406_00000707_00000021,1,268 290 250 192 274 341 260 211 274 316 266 259 268 237 267 227 267 279 272 330 271 305 255 202
H1_00000406_00000707_00000022,1,267 260 268 284 268 271
H1_00000409_00000899_00000001,-1,
H1_00000409_00000899_00000002,1,402 302 181 85
H1_00000409_00000899_00000003,1,166 399
H1_00000409_00000899_00000004,-1,
H1_00000409_00000899_00000005,-1,
H1_00000409_00000899_00000006,1,122 204 165 279 119 214 114 226
H1_00000409_00000899_00000007,1,110 231 146 79
H1_00000409_00000899_00000008,1,106 224 151 80
H1_00000409_00000899_00000009,1,164 89 156 78 105 204
H1_00000409_00000899_00000010,1,103 203 164 77
H1_00000409_00000899_00000011,1,166 77 102 199
H1_00000409_00000899_00000012,1,101 196 172 77
H1_00000409_00000899_00000013,1,102 193 174 80
H1_00000409_00000899_00000014,1,107 185 178 85
H1_00000409_00000899_00000015,1,112 182 180 93
H1_00000409_00000899_00000016,1,121 189 118 178 182 100
H1_00000409_00000899_00000017,1,122 179 190 116 127 194 183 105
H1_00000409_00000899_00000018,1,187 115 130 189 134 203
H1_00000409_00000899_00000019,1,195 124 141 221 139 207 135 196
H1_00000409_00000899_00000020,1,210 151 194 159 151 213 204 162 156 228 145 203
H1_00000409_00000899_00000021,1,202 165 156 211
H1_00000409_00000899_00000022,-1,
H1_00000409_00000899_00000023,-1,
H1_00000409_00000899_00000024,-1,
H1_00000409_00000899_00000025,-1,
H1_00000418_00000551_00000001,0,
H1_00000418_00000551_00000002,0,
H1_00000418_00000551_00000003,0,
H1_00000418_00000551_00000004,0,
H1_00000418_00000551_00000005,0,
H1_00000418_00000551_00000006,0,
H1_00000418_00000551_00000007,0,
H1_00000418_00000551_00000008,0,
H1_00000418_00000551_00000009,0,
H1_00000418_00000551_00000010,0,
H1_00000418_00000551_00000011,0,
H1_00000418_00000551_00000012,0,
H1_00000418_00000551_00000013,0,
H1_00000418_00000551_00000014,0,
H1_00000418_00000551_00000015,0,
H1_00000418_00000551_00000016,0,
H1_00000418_00000551_00000017,0,
H1_00000418_00000551_00000018,0,
H1_00000418_00000551_00000019,0,
H1_00000418_00000551_00000020,0,
H1_00000418_00000551_00000021,0,
H1_00000418_00000551_00000022,0,
H1_00000418_00000551_00000023,0,
H1_00000418_00000551_00000024,0,
H1_00000418_00000551_00000025,0,
H1_00000418_00000551_00000026,0,
H1_00000418_00000551_00000027,0,
H1_00000418_00000551_00000028,0,
H1_00000418_00000551_00000029,0,
H1_00000418_00000551_00000030,0,
H1_00000429_00000870_00000001,-1,
H1_00000429_00000870_00000002,-1,
H1_00000429_00000870_00000003,1,329 386 181 370
H1_00000429_00000870_00000004,1,182 374
H1_00000429_00000870_00000005,-1,
H1_00000429_00000870_00000006,-1,
H1_00000429_00000870_00000007,1,119 241 407 223
H1_00000429_00000870_00000008,1,231 421
H1_00000429_00000870_00000009,1,414 232
H1_00000429_00000870_00000010,1,415 237
H1_00000429_00000870_00000011,-1,
H1_00000429_00000870_00000012,-1,
H1_00000429_00000870_00000013,-1,
H1_00000429_00000870_00000014,-1,
H1_00000429_00000870_00000015,-1,
H1_00000429_00000870_00000016,1,404 291
H1_00000429_00000870_00000017,1,398 292
H1_00000429_00000870_00000018,-1,
H1_00000429_00000870_00000019,-1,
H1_00000429_00000870_00000020,1,379 279
H1_00000429_00000870_00000021,1,333 279
H1_00000429_00000870_00000022,-1,
H1_00000429_00000870_00000023,-1,
H1_00000435_00000283_00000001,0,
H1_00000435_00000283_00000002,0,
H1_00000435_00000283_00000003,0,
H1_00000435_00000283_00000004,0,
H1_00000435_00000283_00000005,0,
H1_00000435_00000283_00000006,0,
H1_00000435_00000283_00000007,0,
H1_00000435_00000283_00000008,0,
H1_00000435_00000283_00000009,0,
H1_00000435_00000283_00000010,0,
H1_00000435_00000283_00000011,0,
H1_00000435_00000283_00000012,0,
H1_00000435_00000283_00000013,0,
H1_00000435_00000283_00000014,0,
H1_00000435_00000283_00000015,0,
H1_00000435_00000283_00000016,0,
H1_00000435_00000283_00000017,0,
H1_00000435_00000283_00000018,0,
H1_00000435_00000283_00000019,0,
H1_00000435_00000283_00000020,0,
H1_00000435_00000283_00000021,0,
H1_00000435_00000283_00000022,0,
H1_00000435_00000283_00000023,0,
H1_00000435_00000283_00000024,0,
H1_00000435_00000283_00000025,0,
H1_00000435_00000283_00000026,0,
H1_00000435_00000283_00000027,0,
H1_00000438_00000925_00000001,1,252 381
H1_00000438_00000925_00000002,1,205 386
H1_00000438_00000925_00000003,-1,
H1_00000438_00000925_00000004,-1,
H1_00000438_00000925_00000005,-1,
H1_00000438_00000925_00000006,-1,
H1_00000438_00000925_00000007,-1,
H1_00000438_00000925_00000008,-1,
H1_00000438_00000925_00000009,-1,
H1_00000438_00000925_00000010,-1,
H1_00000438_00000925_00000011,-1,
H1_00000438_00000925_00000012,-1,
H1_00000438_00000925_00000013,-1,
H1_00000438_00000925_00000014,-1,
H1_00000438_00000925_00000015,-1,
H1_00000438_00000925_00000016,-1,
H1_00000438_00000925_00000017,-1,
H1_00000438_00000925_00000018,-1,
H1_00000438_00000925_00000019,-1,
H1_00000438_00000925_00000020,-1,
H1_00000438_00000925_00000021,-1,
H1_00000438_00000925_00000022,1,172 153
H1_00000455_00000496_00000001,-1,
H1_00000455_00000496_00000002,-1,
H1_00000455_00000496_00000003,-1,
H1_00000455_00000496_00000004,-1,
H1_00000455_00000496_00000005,1,318 385
H1_00000455_00000496_00000006,1,325 388
H1_00000455_00000496_00000007,1,327 393
H1_00000455_00000496_00000008,1,329 395
H1_00000455_00000496_00000009,1,330 396
H1_00000455_00000496_00000010,1,332 396
H1_00000455_00000496_00000011,1,333 396
H1_00000455_00000496_00000012,1,335 397
H1_00000455_00000496_00000013,1,334 396
H1_00000455_00000496_00000014,-1,
H1_00000455_00000496_00000015,-1,
H1_00000455_00000496_00000016,1,158 406
H1_00000455_00000496_00000017,-1,
H1_00000455_00000496_00000018,1,163 403
H1_00000455_00000496_00000019,-1,
H1_00000455_00000496_00000020,1,108 308
H1_00000455_00000496_00000021,1,216 414
H1_00000455_00000496_00000022,1,150 365
H1_00000455_00000496_00000023,-1,
H1_00000455_00000496_00000024,-1,
H1_00000455_00000496_00000025,-1,
H1_00000455_00000496_00000026,-1,
H1_00000455_00000496_00000027,-1,
H1_00000455_00000496_00000028,1,251 297
H1_00000455_00000496_00000029,-1,
H1_00000459_00000948_00000001,0,
H1_00000459_00000948_00000002,0,
H1_00000459_00000948_00000003,0,
H1_00000459_00000948_00000004,0,
H1_00000459_00000948_00000005,0,
H1_00000459_00000948_00000006,0,
H1_00000459_00000948_00000007,0,
H1_00000459_00000948_00000008,0,
H1_00000459_00000948_00000009,0,
H1_00000459_00000948_00000010,0,
H1_00000459_00000948_00000011,0,
H1_00000459_00000948_00000012,0,
H1_00000459_00000948_00000013,0,
H1_00000459_00000948_00000014,0,
H1_00000459_00000948_00000015,0,
H1_00000459_00000948_00000016,0,
H1_00000459_00000948_00000017,0,
H1_00000459_00000948_00000018,0,
H1_00000459_00000948_00000019,0,
H1_00000459_00000948_00000020,0,
H1_00000459_00000948_00000021,0,
H1_00000459_00000948_00000022,0,
H1_00000459_00000948_00000023,0,
H1_00000459_00000948_00000024,0,
H1_00000459_00000948_00000025,0,
H1_00000459_00000948_00000026,0,
H1_00000459_00000948_00000027,0,
H1_00000459_00000948_00000028,0,
H1_00000459_00000948_00000029,0,
H1_00000459_00000948_00000030,0,
H1_00000467_00000914_00000001,0,
H1_00000467_00000914_00000002,0,
H1_00000467_00000914_00000003,0,
H1_00000467_00000914_00000004,0,
H1_00000467_00000914_00000005,0,
H1_00000467_00000914_00000006,0,
H1_00000467_00000914_00000007,0,
H1_00000467_00000914_00000008,0,
H1_00000467_00000914_00000009,0,
H1_00000467_00000914_00000010,0,
H1_00000467_00000914_00000011,0,
H1_00000467_00000914_00000012,0,
H1_00000467_00000914_00000013,0,
H1_00000467_00000914_00000014,0,
H1_00000467_00000914_00000015,0,
H1_00000467_00000914_00000016,0,
H1_00000467_00000914_00000017,0,
H1_00000467_00000914_00000018,0,
H1_00000467_00000914_00000019,0,
H1_00000467_00000914_00000020,0,
H1_00000467_00000914_00000021,0,
H1_00000467_00000914_00000022,0,
H1_00000467_00000914_00000023,0,
H1_00000467_00000914_00000024,0,
H1_00000467_00000914_00000025,0,
H1_00000467_00000914_00000026,0,
H1_00000467_00000914_00000027,0,
H1_00000467_00000914_00000028,0,
H1_00000469_00000595_00000001,1,174 156 194 159 129 174
H1_00000469_00000595_00000002,1,178 154 115 204 129 169
H1_00000469_00000595_00000003,1,163 140 128 164 113 202
H1_00000469_00000595_00000004,-1,
H1_00000469_00000595_00000005,1,158 130
H1_00000469_00000595_00000006,-1,
H1_00000469_00000595_00000007,-1,
H1_00000469_00000595_00000008,1,303 414
H1_00000469_00000595_00000009,-1,
H1_00000469_00000595_00000010,1,236 397 233 406
H1_00000469_00000595_00000011,-1,
H1_00000469_00000595_00000012,-1,
H1_00000469_00000595_00000013,-1,
H1_00000469_00000595_00000014,-1,
H1_00000469_00000595_00000015,-1,
H1_00000469_00000595_00000016,-1,
H1_00000469_00000595_00000017,-1,
H1_00000469_00000595_00000018,-1,
H1_00000469_00000595_00000019,1,260 361
H1_00000469_00000595_00000020,-1,
H1_00000469_00000595_00000021,-1,
H1_00000469_00000595_00000022,-1,
H1_00000469_00000595_00000023,1,254 153 253 163
H1_00000469_00000595_00000024,1,252 214 250 201 251 188 252 176
H1_00000469_00000595_00000025,-1,
H1_00000482_00000463_00000001,0,
H1_00000482_00000463_00000002,0,
H1_00000482_00000463_00000003,0,
H1_00000482_00000463_00000004,0,
H1_00000482_00000463_00000005,0,
H1_00000482_00000463_00000006,0,
H1_00000482_00000463_00000007,0,
H1_00000482_00000463_00000008,0,
H1_00000482_00000463_00000009,0,
H1_00000482_00000463_00000010,0,
H1_00000482_00000463_00000011,0,
H1_00000482_00000463_00000012,0,
H1_00000482_00000463_00000013,0,
H1_00000482_00000463_00000014,0,
H1_00000482_00000463_00000015,0,
H1_00000482_00000463_00000016,0,
H1_00000482_00000463_00000017,0,
H1_00000482_00000463_00000018,0,
H1_00000482_00000463_00000019,0,
H1_00000482_00000463_00000020,0,
H1_00000482_00000463_00000021,0,
H1_00000482_00000463_00000022,0,
H1_00000482_00000463_00000023,0,
H1_00000482_00000463_00000024,0,
H1_00000482_00000463_00000025,0,
H1_00000482_00000463_00000026,0,
H1_00000482_00000463_00000027,0,
H1_00000482_00000463_00000028,0,
H1_00000482_00000463_00000029,0,
H1_00000484_00000381_00000001,1,328 214
H1_00000484_00000381_00000002,1,273 248 259 249 233 250 246 251 285 246 221 246
H1_00000484_00000381_00000003,-1,
H1_00000484_00000381_00000004,-1,
H1_00000484_00000381_00000005,-1,
H1_00000484_00000381_00000006,-1,
H1_00000484_00000381_00000007,-1,
H1_00000484_00000381_00000008,-1,
H1_00000484_00000381_00000009,-1,
H1_00000484_00000381_00000010,-1,
H1_00000484_00000381_00000011,-1,
H1_00000484_00000381_00000012,-1,
H1_00000484_00000381_00000013,-1,
H1_00000484_00000381_00000014,-1,
H1_00000484_00000381_00000015,-1,
H1_00000484_00000381_00000016,-1,
H1_00000484_00000381_00000017,-1,
H1_00000484_00000381_00000018,-1,
H1_00000484_00000381_00000019,-1,
H1_00000484_00000381_00000020,1,237 110
H1_00000484_00000381_00000021,1,244 123
H1_00000484_00000381_00000022,1,244 140
H1_00000484_00000381_00000023,1,246 170
H1_00000484_00000381_00000024,1,245 178 248 196
H1_00000484_00000381_00000025,1,248 252 248 240
H1_00000484_00000381_00000026,-1,
H1_00000491_00000607_00000001,-1,
H1_00000491_00000607_00000002,-1,
H1_00000491_00000607_00000003,-1,
H1_00000491_00000607_00000004,1,355 162
H1_00000491_00000607_00000005,-1,
H1_00000491_00000607_00000006,-1,
H1_00000491_00000607_00000007,-1,
H1_00000491_00000607_00000008,-1,
H1_00000491_00000607_00000009,1,375 130
H1_00000491_00000607_00000010,1,301 76 312 76 290 41 321 48
H1_00000491_00000607_00000011,1,324 46
H1_00000491_00000607_00000012,1,305 42
H1_00000491_00000607_00000013,1,330 64 284 42 324 58
H1_00000491_00000607_00000014,1,350 74 321 58
H1_00000491_00000607_00000015,1,275 50
H1_00000491_00000607_00000016,-1,
H1_00000491_00000607_00000017,-1,
H1_00000491_00000607_00000018,-1,
H1_00000491_00000607_00000019,-1,
H1_00000491_00000607_00000020,-1,
H1_00000491_00000607_00000021,1,108 162
H1_00000491_00000607_00000022,1,389 152
H1_00000491_00000607_00000023,-1,
H1_00000491_00000607_00000024,1,366 183
H1_00000491_00000607_00000025,1,357 196
H1_00000491_00000607_00000026,-1,
H1_00000491_00000607_00000027,-1,
H1_00000491_00000607_00000028,1,199 165
H1_00000491_00000607_00000029,1,261 355
H1_00000491_00000607_00000030,-1,
H1_00000491_00000607_00000031,1,247 300
H1_00000504_00000367_00000001,-1,
H1_00000504_00000367_00000002,-1,
H1_00000504_00000367_00000003,1,105 230
H1_00000504_00000367_00000004,-1,
H1_00000504_00000367_00000005,-1,
H1_00000504_00000367_00000006,-1,
H1_00000504_00000367_00000007,-1,
H1_00000504_00000367_00000008,-1,
H1_00000504_00000367_00000009,-1,
H1_00000504_00000367_00000010,-1,
H1_00000504_00000367_00000011,-1,
H1_00000504_00000367_00000012,-1,
H1_00000504_00000367_00000013,-1,
H1_00000504_00000367_00000014,-1,
H1_00000504_00000367_00000015,-1,
H1_00000504_00000367_00000016,-1,
H1_00000504_00000367_00000017,-1,
H1_00000504_00000367_00000018,-1,
H1_00000504_00000367_00000019,-1,
H1_00000504_00000367_00000020,-1,
H1_00000504_00000367_00000021,-1,
H1_00000504_00000367_00000022,-1,
H1_00000504_00000367_00000023,-1,
H1_00000504_00000367_00000024,1,186 157
H1_00000504_00000367_00000025,1,180 161 174 167
H1_00000504_00000367_00000026,-1,
